30064771072,30064771073,POST_DOMINATE
30064771072,30064771074,POST_DOMINATE
30064771073,90194313216,POST_DOMINATE
30064771074,90194313219,POST_DOMINATE
30064771075,90194313218,POST_DOMINATE
30064771076,90194313217,POST_DOMINATE
30064771077,90194313220,POST_DOMINATE
30064771078,90194313221,POST_DOMINATE
30064771079,90194313222,POST_DOMINATE
30064771080,90194313223,POST_DOMINATE
68719476736,107374182400,POST_DOMINATE
90194313216,68719476736,POST_DOMINATE
90194313217,68719476737,POST_DOMINATE
90194313218,30064771076,POST_DOMINATE
90194313219,30064771075,POST_DOMINATE
90194313220,68719476738,POST_DOMINATE
90194313221,30064771077,POST_DOMINATE
90194313222,30064771072,POST_DOMINATE
90194313222,30064771078,POST_DOMINATE
90194313223,30064771079,POST_DOMINATE
120259084288,107374182401,POST_DOMINATE
124554051584,30064771080,POST_DOMINATE
124554051585,120259084288,POST_DOMINATE
124554051586,107374182402,POST_DOMINATE
124554051587,107374182403,POST_DOMINATE
124554051588,107374182404,POST_DOMINATE
124554051589,107374182405,POST_DOMINATE
124554051590,107374182406,POST_DOMINATE
124554051591,107374182407,POST_DOMINATE
124554051592,107374182408,POST_DOMINATE
124554051593,107374182409,POST_DOMINATE
124554051594,107374182410,POST_DOMINATE
